vehicle_id,image_file,source_image,x_center,y_center,width,height,theta_deg,class_id
011_0029,011_0029.jpg,11.png,97.50016,220.749824,10.25024,21.74976,46.01571,10
011_0030,011_0030.jpg,11.png,571.249664,645.250048,8.75008,17.999872,41.967224,10
011_0031,011_0031.jpg,11.png,298.999808,209.50016,18.750464,9.499648,47.284016,10
011_0032,011_0032.jpg,11.png,938.25024,674.499584,10.500096,21.74976,42.752304,10
011_0033,011_0033.jpg,11.png,61.750272,255.250432,10.25024,21.74976,47.281734,10
011_0034,011_0034.jpg,11.png,798.999552,140.99968,21.999616,10.25024,26.755867,10
011_0035,011_0035.jpg,11.png,42.749952,273.50016,10.000384,21.250048,46.57337,10
011_0036,011_0036.jpg,11.png,328.250368,214.500352,10.500096,21.74976,47.665516,10
011_0037,011_0037.jpg,11.png,866.249728,268.99968,23.749632,10.999808,35.566833,10
011_0038,011_0038.jpg,11.png,494.49984,724.2496,10.500096,22.250496,43.305542,10
011_0039,011_0039.jpg,11.png,757.999616,102.500352,20.750336,8.999936,34.240765,10
011_0040,011_0040.jpg,11.png,767.750144,356.750336,20.50048,8.999936,10.046814,10
011_0041,011_0041.jpg,11.png,343.499776,232.500224,9.249792,18.499584,41.66992,10
011_0042,011_0042.jpg,11.png,636.749824,306.249728,22.250496,10.749952,45.426693,10
011_0043,011_0043.jpg,11.png,664.000512,279.749632,23.000064,10.749952,42.30482,10
011_0044,011_0044.jpg,11.png,798.999552,389.499904,21.999616,10.000384,43.58703,10
011_0045,011_0045.jpg,11.png,790.750208,50.499584,19.500032,8.999936,33.02555,10
011_0046,011_0046.jpg,11.png,877.249536,21.000192,22.750208,10.25024,41.076588,10
011_0047,011_0047.jpg,11.png,304.249856,883.999744,21.250048,10.749952,40.725063,10
011_0048,011_0048.jpg,11.png,338.499584,879.500288,10.25024,21.999616,43.202698,10
011_0049,011_0049.jpg,11.png,414.49984,887.24992,24.000512,12.250112,45.604485,10
011_0050,011_0050.jpg,11.png,618.999808,324.2496,22.750208,10.000384,44.068768,10
011_0051,011_0051.jpg,11.png,87.000064,571.7504,24.000512,11.49952,48.289524,10
011_0052,011_0052.jpg,11.png,818.499584,112.0,21.499904,10.25024,29.538404,10
011_0053,011_0053.jpg,11.png,363.49952,179.749888,10.500096,21.74976,43.510242,10
011_0054,011_0054.jpg,11.png,273.750016,427.249664,10.25024,21.74976,46.378193,10
011_0055,011_0055.jpg,11.png,691.749888,303.500288,21.000192,10.000384,72.884186,10
011_0056,011_0056.jpg,11.png,825.749504,101.499904,23.000064,10.500096,35.556084,10
011_0057,011_0057.jpg,11.png,791.24992,399.250432,18.750464,8.999936,55.109222,10
011_0058,011_0058.jpg,11.png,793.749504,153.249792,21.000192,9.749504,31.824999,10
011_0059,011_0059.jpg,11.png,972.499968,707.749888,10.000384,20.50048,40.167934,10
011_0060,011_0060.jpg,11.png,145.999872,138.999808,22.250496,9.749504,47.19645,10
011_0061,011_0061.jpg,11.png,816.499712,456.75008,21.250048,10.000384,48.773834,10
011_0062,011_0062.jpg,11.png,762.500096,636.000256,21.74976,10.500096,59.70768,10
011_0063,011_0063.jpg,11.png,371.250176,187.7504,10.000384,19.999744,45.334854,10
011_0064,011_0064.jpg,11.png,888.250368,283.249664,23.499776,11.249664,34.59455,10
011_0065,011_0065.jpg,11.png,359.999488,250.000384,9.499648,19.999744,42.62958,10
011_0066,011_0066.jpg,11.png,915.500032,298.500096,23.749632,10.999808,33.605606,10
011_0067,011_0067.jpg,11.png,778.500096,410.749952,24.500224,10.25024,70.04662,10
011_0068,011_0068.jpg,11.png,202.500096,952.250368,22.500352,10.25024,46.573425,10
011_0069,011_0069.jpg,11.png,931.250176,666.25024,10.999808,21.499904,44.123924,10
011_0070,011_0070.jpg,11.png,906.749952,641.50016,9.749504,23.000064,42.374367,10
011_0071,011_0071.jpg,11.png,947.250176,682.749952,10.749952,21.74976,42.981617,10
011_0072,011_0072.jpg,11.png,808.500224,380.749824,20.750336,9.499648,44.036343,10
011_0073,011_0073.jpg,11.png,397.249536,216.250368,9.749504,21.250048,48.371933,10
011_0074,011_0074.jpg,11.png,892.250112,828.499968,9.499648,20.50048,42.411163,10
011_0075,011_0075.jpg,11.png,392.75008,286.749696,10.000384,21.250048,46.890923,10
011_0076,011_0076.jpg,11.png,806.250496,132.750336,19.500032,9.749504,28.690065,10
011_0077,011_0077.jpg,11.png,224.249856,475.249664,9.749504,21.250048,44.15783,10
011_0078,011_0078.jpg,11.png,885.999616,12.250112,21.250048,10.000384,43.138523,10
011_0079,011_0079.jpg,11.png,894.000128,943.750144,24.75008,10.000384,37.968292,9
011_0080,011_0080.jpg,11.png,516.2496,834.499584,23.499776,10.749952,43.57136,10
011_0081,011_0081.jpg,11.png,69.000192,219.7504,20.750336,10.000384,50.079536,10
011_0082,011_0082.jpg,11.png,588.000256,627.999744,9.499648,20.50048,44.685055,10
011_0083,011_0083.jpg,11.png,847.250432,72.250368,20.50048,10.000384,35.726448,10
011_0084,011_0084.jpg,11.png,749.500416,124.99968,24.500224,10.500096,32.620575,10
011_0085,011_0085.jpg,11.png,737.250304,131.250176,19.749888,9.249792,35.489056,10
011_0086,011_0086.jpg,11.png,675.250176,325.000192,17.999872,10.000384,57.97523,10
011_0087,011_0087.jpg,11.png,539.7504,271.750144,10.749952,22.250496,47.192608,10
011_0088,011_0088.jpg,11.png,895.250432,4.50048,21.999616,9.749504,43.908607,10
011_0089,011_0089.jpg,11.png,665.249792,551.499776,10.000384,19.999744,39.20156,10
011_0090,011_0090.jpg,11.png,680.75008,149.999616,21.250048,10.000384,34.07754,10
011_0091,011_0091.jpg,11.png,196.2496,126.749696,10.000384,21.250048,47.14157,10
011_0092,011_0092.jpg,11.png,755.250176,371.00032,22.250496,10.000384,20.542318,10
011_0093,011_0093.jpg,11.png,426.000384,972.749824,10.25024,22.250496,42.733425,10
011_0094,011_0094.jpg,11.png,779.249664,437.999616,10.999808,24.999936,45.57415,10
011_0095,011_0095.jpg,11.png,833.50016,92.749824,20.750336,10.25024,34.381214,10
011_0096,011_0096.jpg,11.png,778.25024,71.499776,21.250048,10.25024,34.91217,10
011_0097,011_0097.jpg,11.png,834.750464,355.00032,19.00032,9.249792,52.082317,10
011_0098,011_0098.jpg,11.png,562.750464,311.24992,9.249792,19.749888,40.398205,10
011_0099,011_0099.jpg,11.png,812.99968,122.500096,21.000192,9.249792,29.25366,10
011_0100,011_0100.jpg,11.png,940.000256,881.250304,19.749888,9.499648,41.147892,10
011_0101,011_0101.jpg,11.png,412.749824,241.50016,9.749504,21.999616,46.42595,9
011_0102,011_0102.jpg,11.png,169.249792,27.7504,22.500352,10.500096,44.609695,10
011_0103,011_0103.jpg,11.png,294.750208,648.250368,9.749504,21.499904,44.14507,10
011_0104,011_0104.jpg,11.png,311.499776,393.249792,10.999808,23.499776,44.24158,10
011_0105,011_0105.jpg,11.png,863.750144,43.249664,21.000192,9.499648,32.254623,10
011_0106,011_0106.jpg,11.png,405.999616,689.000448,21.499904,9.249792,43.855606,10
011_0107,011_0107.jpg,11.png,410.749952,810.749952,7.749632,18.499584,44.39875,10
011_0108,011_0108.jpg,11.png,69.74976,739.500032,10.500096,23.499776,52.906315,10
011_0109,011_0109.jpg,11.png,408.000512,901.999616,35.999744,13.500416,49.081913,9
011_0110,011_0110.jpg,11.png,234.25024,89.249792,9.499648,20.750336,44.974678,10
011_0111,011_0111.jpg,11.png,554.999808,302.999552,9.749504,20.2496,43.325104,10
011_0112,011_0112.jpg,11.png,553.249792,289.250304,9.749504,22.250496,46.276432,10
011_0113,011_0113.jpg,11.png,575.250432,8.999936,17.999872,8.500224,36.77158,10
011_0114,011_0114.jpg,11.png,939.7504,775.749632,9.249792,20.750336,41.37274,10
011_0115,011_0115.jpg,11.png,870.250496,33.000448,23.24992,10.749952,32.693542,10
011_0116,011_0116.jpg,11.png,989.249536,836.750336,18.249728,8.75008,41.903168,10
011_0117,011_0117.jpg,11.png,793.249792,871.999488,18.499584,8.999936,41.40973,10
011_0118,011_0118.jpg,11.png,480.749568,844.749824,21.250048,10.000384,46.28774,10
011_0119,011_0119.jpg,11.png,160.499712,36.2496,22.250496,10.000384,45.175575,10
011_0120,011_0120.jpg,11.png,4.50048,265.249792,21.250048,9.749504,47.425564,10
011_0121,011_0121.jpg,11.png,609.750016,404.50048,19.250176,8.999936,49.300396,10
011_0122,011_0122.jpg,11.png,718.249984,275.00032,21.74976,9.749504,63.63562,10
011_0123,011_0123.jpg,11.png,620.250112,396.749824,19.999744,9.499648,45.951496,10
011_0124,011_0124.jpg,11.png,530.499584,183.000064,9.499648,20.750336,45.709473,10
011_0125,011_0125.jpg,11.png,979.00032,842.000384,19.250176,8.75008,42.538395,10
011_0126,011_0126.jpg,11.png,884.50048,952.000512,22.250496,8.75008,41.612026,10
011_0127,011_0127.jpg,11.png,609.50016,154.000384,20.50048,10.000384,34.390594,10
011_0128,011_0128.jpg,11.png,852.2496,817.250304,20.750336,10.25024,42.322628,10
011_0129,011_0129.jpg,11.png,882.750464,341.250048,21.499904,8.999936,28.319304,10
011_0130,011_0130.jpg,11.png,619.49952,597.74976,10.500096,22.750208,41.478874,10
011_0131,011_0131.jpg,11.png,363.7504,344.75008,9.249792,21.499904,42.50283,10
011_0132,011_0132.jpg,11.png,526.49984,22.250496,9.749504,21.999616,33.71673,10
011_0133,011_0133.jpg,11.png,823.000064,360.500224,22.750208,9.499648,50.722126,10
011_0134,011_0134.jpg,11.png,841.249792,344.500224,22.250496,10.500096,50.97612,10
011_0135,011_0135.jpg,11.png,85.250048,335.250432,21.250048,8.999936,47.36283,10
011_0136,011_0136.jpg,11.png,850.499584,17.750016,8.999936,21.250048,34.557266,10
011_0137,011_0137.jpg,11.png,703.500288,514.249728,10.500096,24.000512,41.50572,10
011_0138,011_0138.jpg,11.png,511.500288,201.499648,9.249792,21.250048,44.30533,10
011_0139,011_0139.jpg,11.png,851.749888,60.499968,21.499904,8.75008,30.007444,10
011_0140,011_0140.jpg,11.png,323.500032,24.000512,9.749504,21.74976,45.708336,10
011_0141,011_0141.jpg,11.png,663.499776,334.000128,17.999872,9.499648,57.77075,10
011_0142,011_0142.jpg,11.png,912.0,602.25024,8.75008,19.749888,18.098623,10
011_0143,011_0143.jpg,11.png,412.99968,241.250304,10.500096,22.250496,45.756016,10
011_0144,011_0144.jpg,11.png,189.249536,391.499776,23.499776,10.749952,43.685085,10
011_0145,011_0145.jpg,11.png,588.99968,248.500224,9.749504,21.999616,35.417393,10
011_0146,011_0146.jpg,11.png,805.999616,29.750272,20.750336,8.999936,35.9439,10
011_0147,011_0147.jpg,11.png,1012.2496,341.999616,9.749504,21.999616,46.7666,10
011_0148,011_0148.jpg,11.png,191.250432,472.500224,21.499904,10.500096,45.446316,10
011_0149,011_0149.jpg,11.png,401.750016,306.499584,8.75008,19.999744,45.67144,10
011_0150,011_0150.jpg,11.png,413.249536,646.250496,10.25024,17.000448,48.753548,10
011_0151,011_0151.jpg,11.png,580.50048,327.999488,9.749504,17.999872,44.28959,10
011_0152,011_0152.jpg,11.png,22.500352,670.000128,9.499648,21.74976,41.90683,10
011_0153,011_0153.jpg,11.png,529.50016,296.999936,8.999936,19.999744,73.92433,10
011_0154,011_0154.jpg,11.png,133.499904,564.2496,12.499968,29.750272,45.640553,10
011_0155,011_0155.jpg,11.png,964.750336,639.250432,17.000448,7.499776,44.505413,10
011_0156,011_0156.jpg,11.png,902.250496,594.750464,9.749504,23.499776,12.9891,10
011_0157,011_0157.jpg,11.png,833.999872,477.500416,29.500416,12.499968,44.61304,9
011_0158,011_0158.jpg,11.png,115.999744,685.249536,20.2496,9.499648,43.343323,10
011_0159,011_0159.jpg,11.png,886.750208,524.499968,9.749504,21.499904,82.77829,10
011_0160,011_0160.jpg,11.png,168.75008,529.50016,10.500096,23.499776,40.60484,10
011_0161,011_0161.jpg,11.png,887.000064,524.499968,9.499648,21.000192,82.12886,9
011_0162,011_0162.jpg,11.png,842.999808,467.500032,22.250496,9.749504,41.21499,10
011_0163,011_0163.jpg,11.png,567.749632,578.249728,22.500352,10.000384,45.155235,10
011_0164,011_0164.jpg,11.png,500.374528,310.500352,19.851264,8.999936,-121.0875,10
011_0165,011_0165.jpg,11.png,925.249536,350.624768,21.07904,8.999936,33.87854,10
011_0166,011_0166.jpg,11.png,952.999936,526.999552,16.278528,7.999488,137.48955,10
012_0000,012_0000.jpg,12.png,236.499968,372.50048,8.75008,20.750336,56.744156,10
012_0001,012_0001.jpg,12.png,293.999616,466.499584,9.749504,21.499904,55.075214,10
012_0002,012_0002.jpg,12.png,278.750208,445.750272,9.749504,22.500352,57.781162,10
012_0003,012_0003.jpg,12.png,284.99968,455.749632,9.249792,20.750336,56.60421,10
012_0004,012_0004.jpg,12.png,242.750464,383.750144,9.249792,20.50048,59.355766,10
012_0005,012_0005.jpg,12.png,261.250048,413.750272,9.249792,21.499904,57.848167,10
012_0006,012_0006.jpg,12.png,273.000448,435.500032,9.249792,20.50048,56.152054,10
012_0007,012_0007.jpg,12.png,263.999488,370.499584,9.749504,21.74976,62.519997,10
012_0008,012_0008.jpg,12.png,268.000256,382.999552,9.499648,20.750336,58.859337,10
012_0009,012_0009.jpg,12.png,254.249984,404.50048,8.999936,20.2496,54.05755,10
012_0010,012_0010.jpg,12.png,648.250368,795.249664,22.750208,10.25024,58.11704,10
012_0011,012_0011.jpg,12.png,369.000448,436.750336,9.749504,21.74976,58.627594,10
012_0012,012_0012.jpg,12.png,224.249856,352.249856,9.499648,20.50048,58.43568,10
012_0013,012_0013.jpg,12.png,139.49952,348.250112,21.74976,9.499648,58.53654,10
012_0014,012_0014.jpg,12.png,362.749952,427.249664,9.749504,20.750336,57.667973,10
012_0015,012_0015.jpg,12.png,217.249792,342.250496,9.499648,19.999744,57.706707,10
012_0016,012_0016.jpg,12.png,266.749952,425.249792,8.500224,19.00032,54.254337,10
012_0017,012_0017.jpg,12.png,163.999744,265.749504,21.000192,9.749504,55.61528,10
012_0018,012_0018.jpg,12.png,268.250112,308.750336,21.000192,9.249792,61.24614,10
012_0019,012_0019.jpg,12.png,448.249856,461.500416,21.999616,10.000384,61.055843,10
012_0020,012_0020.jpg,12.png,273.750016,392.75008,9.249792,19.500032,55.345955,10
012_0021,012_0021.jpg,12.png,307.00032,442.749952,9.499648,23.24992,56.5359,10
012_0022,012_0022.jpg,12.png,300.99968,432.749568,8.500224,19.250176,59.509872,10
012_0023,012_0023.jpg,12.png,312.000512,455.24992,8.75008,18.750464,56.070995,10
012_0024,012_0024.jpg,12.png,189.249536,338.249728,19.999744,8.500224,74.655106,10
012_0025,012_0025.jpg,12.png,286.749696,411.249664,9.249792,21.74976,58.644234,10
012_0026,012_0026.jpg,12.png,293.74976,423.000064,9.499648,21.499904,61.958576,10
012_0027,012_0027.jpg,12.png,211.250176,330.500096,9.249792,21.000192,61.86735,10
012_0028,012_0028.jpg,12.png,216.75008,442.999808,8.999936,17.999872,55.27696,10
012_0029,012_0029.jpg,12.png,209.750016,434.249728,9.749504,22.250496,58.281,10
012_0030,012_0030.jpg,12.png,281.249792,401.250304,9.499648,21.999616,58.81263,10
012_0031,012_0031.jpg,12.png,149.000192,341.74976,22.250496,8.75008,55.099804,10
012_0032,012_0032.jpg,12.png,248.000512,395.49952,9.749504,20.750336,56.09632,10
012_0033,012_0033.jpg,12.png,204.749824,321.250304,9.249792,19.00032,61.791046,10
012_0034,012_0034.jpg,12.png,349.249536,406.500352,9.499648,20.750336,56.318203,10
012_0035,012_0035.jpg,12.png,150.750208,102.750208,9.499648,20.750336,58.418808,10
012_0036,012_0036.jpg,12.png,255.750144,316.250112,22.250496,9.249792,60.99123,10
012_0037,012_0037.jpg,12.png,356.50048,417.000448,8.999936,19.250176,54.193333,10
012_0038,012_0038.jpg,12.png,128.499712,355.250176,21.499904,8.75008,59.60705,10
012_0039,012_0039.jpg,12.png,43.7504,17.999872,22.750208,10.25024,58.292362,10
012_0040,012_0040.jpg,12.png,619.7504,827.49952,24.75008,10.25024,58.798733,10
012_0041,012_0041.jpg,12.png,196.50048,414.49984,8.75008,21.000192,57.872265,10
012_0042,012_0042.jpg,12.png,229.250048,465.250304,7.999488,18.750464,58.220005,10
012_0043,012_0043.jpg,12.png,403.00032,387.00032,19.999744,9.249792,56.85853,10
012_0044,012_0044.jpg,12.png,221.500416,453.74976,8.999936,20.750336,57.7994,10
012_0045,012_0045.jpg,12.png,663.000064,535.499776,11.249664,29.750272,60.723076,9
012_0046,012_0046.jpg,12.png,334.49984,385.999872,10.000384,22.250496,54.056156,10
012_0047,012_0047.jpg,12.png,32.499712,23.000064,17.50016,8.500224,59.378357,10
012_0048,012_0048.jpg,12.png,653.500416,879.750144,26.999808,11.49952,52.6659,10
012_0049,012_0049.jpg,12.png,190.999552,403.749888,8.999936,21.000192,57.55955,9
012_0050,012_0050.jpg,12.png,364.749824,552.75008,5.74976,12.000256,57.734158,10
012_0051,012_0051.jpg,12.png,202.500096,425.249792,9.249792,19.500032,58.124195,10
012_0052,012_0052.jpg,12.png,190.749696,404.2496,8.999936,21.000192,57.28249,10
012_0053,012_0053.jpg,12.png,241.750016,485.000192,8.999936,19.999744,54.780266,10
012_0054,012_0054.jpg,12.png,423.499776,423.999488,14.999552,8.500224,54.73955,10
012_0055,012_0055.jpg,12.png,662.750208,535.24992,11.249664,29.750272,60.739758,10
012_0056,012_0056.jpg,12.png,652.99968,879.500288,27.249664,10.999808,53.064888,9
012_0057,012_0057.jpg,12.png,619.7504,827.49952,24.500224,10.000384,59.275078,9
012_0058,012_0058.jpg,12.png,339.500032,398.749696,9.499648,18.249728,56.213573,10
012_0059,012_0059.jpg,12.png,423.999488,30.000128,7.999488,20.50048,59.254154,10
012_0060,012_0060.jpg,12.png,144.749568,93.375488,24.141824,10.000384,-31.879597,10
013_0000,013_0000.jpg,13.png,990.000128,662.250496,10.749952,22.500352,31.276182,10
013_0001,013_0001.jpg,13.png,964.750336,702.999552,9.749504,20.2496,32.658085,10
013_0002,013_0002.jpg,13.png,565.250048,154.999808,10.500096,20.750336,31.113682,10
013_0003,013_0003.jpg,13.png,596.750336,175.250432,10.25024,20.750336,32.854805,10
013_0004,013_0004.jpg,13.png,1004.000256,640.499712,10.000384,21.250048,31.267023,10
013_0005,013_0005.jpg,13.png,682.500096,734.000128,21.499904,9.749504,32.955463,10
013_0006,013_0006.jpg,13.png,526.000128,162.499584,10.749952,21.999616,31.388292,10
013_0007,013_0007.jpg,13.png,1016.999936,619.249664,10.749952,22.750208,30.955837,10
013_0008,013_0008.jpg,13.png,325.250048,924.99968,22.250496,10.000384,38.141216,10
013_0009,013_0009.jpg,13.png,490.25024,627.250176,20.2496,9.499648,33.79148,10
013_0010,013_0010.jpg,13.png,577.000448,495.250432,10.000384,21.999616,35.827873,10
013_0011,013_0011.jpg,13.png,558.000128,477.249536,9.749504,21.000192,33.841385,10
013_0012,013_0012.jpg,13.png,319.250432,933.74976,22.750208,10.000384,40.767544,10
013_0013,013_0013.jpg,13.png,611.749888,405.499904,10.999808,22.750208,26.524181,10
013_0014,013_0014.jpg,13.png,221.500416,975.500288,9.499648,21.499904,39.89658,10
013_0015,013_0015.jpg,13.png,689.000448,291.749888,21.499904,10.000384,30.121344,10
013_0016,013_0016.jpg,13.png,25.749504,682.999808,10.999808,21.74976,43.10726,10
013_0017,013_0017.jpg,13.png,540.99968,467.500032,9.749504,21.499904,31.87949,10
013_0018,013_0018.jpg,13.png,546.499584,142.000128,10.25024,21.250048,29.633419,10
013_0019,013_0019.jpg,13.png,348.499968,942.249984,21.250048,10.749952,40.174812,10
013_0020,013_0020.jpg,13.png,622.49984,506.25024,8.999936,20.50048,33.22312,10
013_0021,013_0021.jpg,13.png,897.750016,670.999552,10.000384,21.499904,32.1187,10
013_0022,013_0022.jpg,13.png,966.500352,700.000256,10.000384,14.49984,32.921818,10
013_0023,013_0023.jpg,13.png,782.000128,577.000448,21.250048,9.749504,34.361683,10
013_0024,013_0024.jpg,13.png,586.749952,167.999488,10.500096,20.50048,32.107533,10
013_0025,013_0025.jpg,13.png,494.49984,144.499712,10.999808,22.750208,28.717272,10
013_0026,013_0026.jpg,13.png,620.250112,697.249792,19.250176,9.499648,35.344383,10
013_0027,013_0027.jpg,13.png,371.250176,917.74976,21.499904,10.25024,40.77211,10
013_0028,013_0028.jpg,13.png,225.000448,504.75008,21.000192,9.499648,32.808098,10
013_0029,013_0029.jpg,13.png,624.0,410.999808,11.49952,24.000512,26.963608,10
013_0030,013_0030.jpg,13.png,330.000384,914.249728,19.999744,9.249792,39.334515,10
013_0031,013_0031.jpg,13.png,262.750208,1004.250112,21.499904,10.000384,42.81991,10
013_0032,013_0032.jpg,13.png,398.249984,364.000256,19.00032,8.75008,29.415394,10
013_0033,013_0033.jpg,13.png,378.999808,353.750016,21.74976,9.749504,27.572348,10
013_0034,013_0034.jpg,13.png,920.000512,419.500032,20.750336,9.249792,29.66786,10
013_0035,013_0035.jpg,13.png,275.250176,912.249856,10.500096,22.250496,39.386124,10
013_0036,013_0036.jpg,13.png,589.249536,476.000256,9.499648,20.2496,28.838858,10
013_0037,013_0037.jpg,13.png,240.0,954.000384,9.749504,20.2496,41.542175,10
013_0038,013_0038.jpg,13.png,506.999808,149.999616,10.25024,20.2496,30.769503,10
013_0039,013_0039.jpg,13.png,666.25024,546.499584,10.000384,22.750208,31.048313,10
013_0040,013_0040.jpg,13.png,942.749696,433.999872,20.750336,10.25024,31.907585,10
013_0041,013_0041.jpg,13.png,209.750016,693.250048,21.74976,10.000384,43.648193,10
013_0042,013_0042.jpg,13.png,413.750272,483.250176,10.25024,22.250496,31.208273,10
013_0043,013_0043.jpg,13.png,635.7504,506.500096,9.749504,20.750336,33.995255,10
013_0044,013_0044.jpg,13.png,762.25024,646.500352,10.500096,21.999616,34.868618,10
013_0045,013_0045.jpg,13.png,361.249792,925.750272,21.999616,10.000384,39.541378,10
013_0046,013_0046.jpg,13.png,33.000448,691.749888,8.999936,18.249728,42.62699,10
013_0047,013_0047.jpg,13.png,797.249536,611.00032,8.999936,21.000192,32.992744,10
013_0048,013_0048.jpg,13.png,785.999872,347.249664,20.50048,9.749504,30.99787,10
013_0049,013_0049.jpg,13.png,217.249792,681.249792,19.999744,9.249792,37.726116,10
013_0050,013_0050.jpg,13.png,488.75008,643.500032,22.250496,9.749504,33.96575,10
013_0051,013_0051.jpg,13.png,920.999936,844.499968,10.000384,21.999616,29.304775,10
013_0052,013_0052.jpg,13.png,716.99968,576.0,9.749504,20.2496,34.866234,10
013_0053,013_0053.jpg,13.png,500.50048,957.249536,9.749504,20.50048,38.408394,10
013_0054,013_0054.jpg,13.png,899.749888,717.500416,20.750336,9.499648,27.760546,10
013_0055,013_0055.jpg,13.png,432.0,195.500032,23.000064,11.249664,32.995823,10
013_0056,013_0056.jpg,13.png,732.000256,593.000448,10.500096,22.750208,32.05186,10
013_0057,013_0057.jpg,13.png,516.2496,156.250112,10.000384,21.999616,33.363075,10
013_0058,013_0058.jpg,13.png,337.999872,906.999808,19.749888,9.499648,39.5335,10
013_0059,013_0059.jpg,13.png,60.499968,714.500096,9.749504,21.999616,38.199127,10
013_0060,013_0060.jpg,13.png,121.249792,310.500352,10.000384,21.74976,43.667118,10
013_0061,013_0061.jpg,13.png,743.999488,774.500352,22.250496,10.749952,34.692696,10
013_0062,013_0062.jpg,13.png,955.49952,800.749568,9.749504,20.2496,32.33491,10
013_0063,013_0063.jpg,13.png,268.250112,995.500032,21.250048,10.000384,39.99319,10
013_0064,013_0064.jpg,13.png,526.749696,127.250432,10.749952,23.499776,32.871292,10
013_0065,013_0065.jpg,13.png,804.50048,640.499712,9.249792,21.74976,25.790136,10
013_0066,013_0066.jpg,13.png,760.500224,598.250496,10.000384,22.250496,35.127632,10
013_0067,013_0067.jpg,13.png,941.750272,859.249664,10.000384,22.250496,33.91874,10
013_0068,013_0068.jpg,13.png,628.750336,963.500032,21.000192,9.499648,32.277008,10
013_0069,013_0069.jpg,13.png,345.749504,897.50016,23.000064,10.500096,39.44028,10
013_0070,013_0070.jpg,13.png,432.249856,586.749952,19.250176,9.749504,36.184464,10
013_0071,013_0071.jpg,13.png,385.750016,393.749504,10.500096,21.74976,42.284252,10
013_0072,013_0072.jpg,13.png,756.50048,628.750336,9.249792,20.50048,33.850388,10
013_0073,013_0073.jpg,13.png,360.500224,880.499712,21.000192,10.25024,37.97034,10
013_0074,013_0074.jpg,13.png,510.000128,963.00032,9.499648,20.50048,37.311848,10
013_0075,013_0075.jpg,13.png,864.0,681.249792,10.500096,22.500352,33.80865,10
013_0076,013_0076.jpg,13.png,717.750272,756.750336,20.750336,10.000384,32.35705,10
013_0077,013_0077.jpg,13.png,487.24992,100.50048,10.500096,23.499776,30.380213,10
013_0078,013_0078.jpg,13.png,368.249856,872.250368,20.750336,9.499648,39.10737,10
013_0079,013_0079.jpg,13.png,917.499904,775.749632,10.500096,21.999616,33.936726,10
013_0080,013_0080.jpg,13.png,794.749952,805.74976,22.750208,10.749952,35.88776,10
013_0081,013_0081.jpg,13.png,378.000384,908.000256,24.250368,10.500096,35.1213,10
013_0082,013_0082.jpg,13.png,44.250112,698.25024,10.500096,20.50048,38.67477,10
013_0083,013_0083.jpg,13.png,474.500096,131.250176,10.749952,21.74976,30.404404,10
013_0084,013_0084.jpg,13.png,479.250432,380.250112,9.249792,19.500032,31.68209,10
013_0085,013_0085.jpg,13.png,819.00032,682.749952,10.500096,23.749632,31.161404,10
013_0086,013_0086.jpg,13.png,659.00032,720.499712,21.499904,9.499648,34.61341,10
013_0087,013_0087.jpg,13.png,944.499712,794.25024,9.249792,20.50048,32.84742,10
013_0088,013_0088.jpg,13.png,311.499776,942.749696,20.2496,10.000384,39.72461,10
013_0089,013_0089.jpg,13.png,494.749696,35.250176,10.000384,20.2496,30.029785,10
013_0090,013_0090.jpg,13.png,629.74976,259.250176,20.750336,9.749504,32.055756,10
013_0091,013_0091.jpg,13.png,456.75008,842.999808,8.999936,20.2496,30.861498,10
013_0092,013_0092.jpg,13.png,602.000384,399.750144,9.499648,18.249728,29.093815,10
013_0093,013_0093.jpg,13.png,898.249728,407.499776,21.499904,8.999936,30.434542,10
013_0094,013_0094.jpg,13.png,481.250304,943.250432,9.749504,20.50048,38.860985,10
013_0095,013_0095.jpg,13.png,885.000192,689.750016,9.749504,21.499904,31.646856,10
013_0096,013_0096.jpg,13.png,491.49952,949.000192,9.749504,21.999616,37.313503,10
013_0097,013_0097.jpg,13.png,852.2496,649.749504,9.499648,19.999744,30.586655,10
013_0098,013_0098.jpg,13.png,255.750144,648.999936,10.000384,21.000192,34.315742,10
013_0099,013_0099.jpg,13.png,469.250048,823.24992,9.249792,20.50048,33.85557,10
013_0100,013_0100.jpg,13.png,197.000192,796.499968,10.500096,22.250496,39.758568,10
013_0101,013_0101.jpg,13.png,623.250432,525.249536,8.75008,18.499584,31.23469,10
013_0102,013_0102.jpg,13.png,586.500096,502.250496,8.999936,19.999744,36.54881,10
013_0103,013_0103.jpg,13.png,51.00032,707.999744,10.000384,20.50048,40.771538,10
013_0104,013_0104.jpg,13.png,209.750016,18.499584,9.249792,19.999744,28.703787,10
013_0105,013_0105.jpg,13.png,211.250176,433.000448,21.000192,9.499648,33.606125,10
013_0106,013_0106.jpg,13.png,616.500224,940.749824,22.250496,9.749504,35.939423,10
013_0107,013_0107.jpg,13.png,679.24992,551.24992,10.749952,22.750208,28.24792,10
013_0108,013_0108.jpg,13.png,374.750208,862.749696,21.250048,10.25024,38.30527,10
013_0109,013_0109.jpg,13.png,203.249664,996.50048,9.499648,21.999616,35.693905,10
013_0110,013_0110.jpg,13.png,289.750016,484.2496,19.999744,8.999936,34.11288,10
